ID,Count
2011101310,162
2011101311,153
2011101312,201
2011101313,153
2011101314,162
2011101315,228
2011101316,210
2011101317,189
2011101318,198
2011101319,180
2011101320,180
2011101321,159
2011101322,177
2011101323,165
2011101400,153
2011101401,159
2011101402,105
2011101403,93
2011101404,57
2011101405,81
2011101406,78
2011101407,69
2011101408,117
2011101409,126
2011101410,144
2011101411,189
2011101412,168
2011101413,153
2011101414,150
2011101415,165
2011101416,225
2011101417,165
2011101418,150
2011101419,162
2011101420,177
2011101421,159
2011101422,174
2011101423,117
2011101500,123
2011101501,102
2011101502,99
2011101503,108
2011101504,60
2011101505,42
2011101506,87
2011101507,60
2011101508,69
2011101509,81
2011101510,84
2011101511,63
2011101512,111
2011101513,96
2011101514,81
2011101515,69
2011101516,96
2011101517,60
2011101518,78
2011101519,102
2011101520,75
2011101521,135
2011101522,108
2011101523,129
2011101600,120
2011101601,60
2011101602,48
2011101603,66
2011101604,54
2011101605,78
2011101606,54
2011101607,54
2011101608,63
2011101609,66
2011101610,54
2011101611,105
2011101612,105
2011101613,96
2011101614,72
2011101615,90
2011101616,57
2011101617,81
2011101618,72
2011101619,102
2011101620,132
2011101621,93
2011101622,102
2011101623,84
2011101700,99
2011101701,75
2011101702,63
2011101703,87
2011101704,57
2011101705,60
2011101706,51
2011101707,87
2011101708,93
2011101709,99
2011101710,141
2011101711,159
2011101712,168
2011101713,171
2011101714,192
2011101715,189
2011101716,228
2011101717,219
2011101718,177
2011101719,201
2011101720,195
2011101721,141
2011101722,174
2011101723,156
2011101800,192
2011101801,144
2011101802,129
2011101803,93
2011101804,78
2011101805,69
2011101806,66
2011101807,81
2011101808,90
2011101809,87
2011101810,165
2011101811,198
2011101812,237
2011101813,189
2011101814,216
2011101815,195
2011101816,204
2011101817,186
2011101818,177
2011101819,207
2011101820,252
2011101821,186
2011101822,219
2011101823,144
2011101900,201
2011101901,189
2011101902,120
2011101903,114
2011101904,84
2011101905,87
2011101906,120
2011101907,111
2011101908,93
2011101909,93
2011101910,144
2011101911,177
2011101912,183
2011101913,156
2011101914,189
2011101915,183
2011101916,138
2011101917,183
2011101918,219
2011101919,174
2011101920,153
2011101921,165
2011101922,156
2011101923,147
2011102000,189
2011102001,171
2011102002,150
2011102003,117
2011102004,150
2011102005,72
2011102006,84
2011102007,123
2011102008,120
2011102009,87
2011102010,135
2011102011,120
2011102012,159
2011102013,153
2011102014,186
2011102015,159
2011102016,141
2011102017,171
2011102018,156
2011102019,150
2011102020,219
2011102021,156
2011102022,132
2011102023,150
2011102100,210
2011102101,198
2011102102,192
2011102103,99
2011102104,90
2011102105,123
2011102106,87
2011102107,96
2011102108,102
2011102109,126
2011102110,120
2011102111,162
2011102112,171
2011102113,201
2011102114,189
2011102115,180
2011102116,165
2011102117,177
2011102118,189
2011102119,162
2011102120,204
2011102121,237
2011102122,159
2011102123,168
2011102200,213
2011102201,126
2011102202,132
2011102203,84
2011102204,75
2011102205,63
2011102206,75
2011102207,75
2011102208,75
2011102209,108
2011102210,126
2011102211,114
2011102212,150
2011102213,111
2011102214,96
2011102215,102
2011102216,96
2011102217,126
2011102218,147
2011102219,144
2011102220,132
2011102221,156
2011102222,105
2011102223,147
2011102300,102
2011102301,120
2011102302,87
2011102303,69
2011102304,87
2011102305,33
2011102306,87
2011102307,90
2011102308,66
2011102309,78
2011102310,60
2011102311,81
2011102312,108
2011102313,102
2011102314,108
2011102315,81
2011102316,90
2011102317,102
2011102318,108
2011102319,141
2011102320,105
2011102321,102
2011102322,78
2011102323,117
2011102400,153
2011102401,84
2011102402,81
2011102403,87
2011102404,75
2011102405,78
2011102406,75
2011102407,102
2011102408,123
2011102409,153
2011102410,123
2011102411,195
2011102412,162
2011102413,171
2011102414,198
2011102415,204
2011102416,204
2011102417,177
2011102418,195
2011102419,213
2011102420,222
2011102421,234
2011102422,213
2011102423,153
2011102500,189
2011102501,147
2011102502,123
2011102503,90
2011102504,63
2011102505,90
2011102506,96
2011102507,90
2011102508,81
2011102509,84
2011102510,150
2011102511,168
2011102512,186
2011102513,201
2011102514,207
2011102515,225
2011102516,231
2011102517,177
2011102518,192
2011102519,219
2011102520,234
2011102521,189
2011102522,228
2011102523,177
2011102600,183
2011102601,162
2011102602,117
2011102603,117
2011102604,93
2011102605,96
2011102606,99
2011102607,99
2011102608,114
2011102609,84
2011102610,138
2011102611,132
2011102612,156
2011102613,123
2011102614,153
2011102615,228
2011102616,189
2011102617,264
2011102618,261
2011102619,237
2011102620,213
2011102621,216
2011102622,189
2011102623,213
2011102700,168
2011102701,114
2011102702,102
2011102703,90
2011102704,93
2011102705,84
2011102706,81
2011102707,90
2011102708,78
2011102709,105
2011102710,126
2011102711,141
2011102712,165
2011102713,180
2011102714,156
2011102715,201
2011102716,162
2011102717,204
2011102718,174
2011102719,204
2011102720,222
2011102721,192
2011102722,162
2011102723,168
2011102800,129
2011102801,108
2011102802,147
2011102803,120
2011102804,102
2011102805,72
2011102806,111
2011102807,78
2011102808,102
2011102809,87
2011102810,105
2011102811,162
2011102812,177
2011102813,117
2011102814,111
2011102815,177
2011102816,165
2011102817,123
2011102818,171
2011102819,183
2011102820,192
2011102821,150
2011102822,141
2011102823,102
2011102900,144
2011102901,102
2011102902,90
2011102903,87
2011102904,81
2011102905,57
2011102906,51
2011102907,72
2011102908,48
2011102909,81
2011102910,78
2011102911,81
2011102912,87
2011102913,39
2011102914,87
2011102915,102
2011102916,66
2011102917,60
2011102918,66
2011102919,87
2011102920,111
2011102921,87
2011102922,93
2011102923,87
2011103000,84
2011103001,99
2011103002,72
2011103003,78
2011103004,54
2011103005,48
2011103006,60
2011103007,51
2011103008,51
2011103009,51
2011103010,75
2011103011,72
2011103012,69
2011103013,69
2011103014,84
2011103015,66
2011103016,96
2011103017,66
2011103018,84
2011103019,105
2011103020,120
2011103021,78
2011103022,105
2011103023,84
2011103100,87
2011103101,90
2011103102,108
2011103103,69
2011103104,69
2011103105,72
2011103106,72
2011103107,114
2011103108,129
2011103109,69
2011103110,150
2011103111,159
2011103112,171
2011103113,153
2011103114,162
2011103115,165
2011103116,171
2011103117,135
2011103118,171
2011103119,186
2011103120,225
2011103121,243
2011103122,198
2011103123,198
2011110100,150
2011110101,123
2011110102,144
2011110103,138
2011110104,123
2011110105,108
2011110106,75
2011110107,75
2011110108,120
2011110109,117
2011110110,171
2011110111,186
2011110112,177
2011110113,171
2011110114,168
2011110115,171
2011110116,171
2011110117,219
2011110118,174
2011110119,237
2011110120,279
2011110121,159
2011110122,198
2011110123,207
2011110200,147
2011110201,162
2011110202,126
2011110203,150
2011110204,72
2011110205,84
2011110206,69
2011110207,87
2011110208,132
2011110209,138
2011110210,144
2011110211,141
2011110212,168
2011110213,147
2011110214,165
2011110215,114
2011110216,174
2011110217,195
2011110218,192
2011110219,195
2011110220,216
2011110221,204
2011110222,201
2011110223,174
2011110300,138
2011110301,153
2011110302,147
2011110303,114
2011110304,84
2011110305,105
2011110306,102
2011110307,105
2011110308,117
2011110309,96
2011110310,120
2011110311,150
2011110312,195
2011110313,144
2011110314,198
2011110315,231
2011110316,183
2011110317,147
2011110318,183
2011110319,243
2011110320,207
2011110321,177
2011110322,192
2011110323,165
2011110400,129
2011110401,162
2011110402,141
2011110403,162
2011110404,114
2011110405,78
2011110406,93
2011110407,105
2011110408,78
2011110409,153
2011110410,171
2011110411,153
2011110412,135
2011110413,117
2011110414,138
2011110415,132
2011110416,195
2011110417,180
2011110418,171
2011110419,144
2011110420,219
2011110421,174
2011110422,189
2011110423,138
2011110500,96
2011110501,141
2011110502,144
2011110503,123
2011110504,123
2011110505,81
2011110506,36
2011110507,36
2011110508,69
2011110509,78
2011110510,96
2011110511,87
2011110512,69
2011110513,69
2011110514,72
2011110515,132
2011110516,90
2011110517,123
2011110518,105
2011110519,87
2011110520,126
2011110521,108
2011110522,105
2011110523,96
2011110600,87
2011110601,63
2011110602,87
2011110603,54
2011110604,72
2011110605,81
2011110606,60
2011110607,39
2011110608,102
2011110609,105
2011110610,99
2011110611,72
2011110612,75
2011110613,81
2011110614,51
2011110615,69
2011110616,99
2011110617,84
2011110618,90
2011110619,96
2011110620,108
2011110621,99
2011110622,129
2011110623,117
2011110700,111
2011110701,75
2011110702,51
2011110703,87
2011110704,78
2011110705,102
2011110706,72
2011110707,99
2011110708,114
2011110709,147
2011110710,123
2011110711,153
2011110712,150
2011110713,129
2011110714,171
2011110715,195
2011110716,177
2011110717,204
2011110718,159
2011110719,213
2011110720,195
2011110721,216
2011110722,204
2011110723,159
2011110800,162
2011110801,177
2011110802,120
2011110803,150
2011110804,108
2011110805,99
2011110806,96
2011110807,114
2011110808,90
2011110809,87
2011110810,90
2011110811,147
2011110812,126
2011110813,135
2011110814,138
2011110815,177
2011110816,222
2011110817,120
2011110818,171
2011110819,213
2011110820,219
2011110821,192
2011110822,186
2011110823,162
2011110900,246
2011110901,120
2011110902,144
2011110903,126
2011110904,126
2011110905,57
2011110906,105
2011110907,129
2011110908,138
2011110909,123
2011110910,81
2011110911,78
2011110912,117
2011110913,150
2011110914,150
2011110915,129
2011110916,144
2011110917,162
2011110918,159
2011110919,168
2011110920,177
2011110921,183
2011110922,153
2011110923,132
2011111000,129
2011111001,174
2011111002,162
2011111003,96
2011111004,117
2011111005,87
2011111006,90
2011111007,72
2011111008,96
2011111009,93
2011111010,141
2011111011,117
2011111012,165
2011111013,171
2011111014,156
2011111015,174
2011111016,180
2011111017,162
2011111018,189
2011111019,216
2011111020,210
2011111021,180
2011111022,156
2011111023,171
2011111100,186
2011111101,141
2011111102,156
2011111103,171
2011111104,93
2011111105,69
2011111106,87
2011111107,75
2011111108,93
2011111109,93
2011111110,117
2011111111,150
2011111112,159
2011111113,120
2011111114,147
2011111115,153
2011111116,123
2011111117,186
2011111118,141
2011111119,153
2011111120,198
2011111121,162
2011111122,183
2011111123,141
2011111200,132
2011111201,144
2011111202,132
2011111203,102
2011111204,105
2011111205,78
2011111206,48
2011111207,66
2011111208,84
2011111209,81
2011111210,51
2011111211,93
2011111212,51
2011111213,96
2011111214,99
2011111215,78
2011111216,84
2011111217,81
2011111218,87
2011111219,75
2011111220,102
2011111221,117
2011111222,135
2011111223,102
2011111300,96
2011111301,87
2011111302,72
2011111303,102
2011111304,75
2011111305,66
2011111306,51
2011111307,66
2011111308,57
2011111309,105
2011111310,84
2011111311,69
2011111312,87
2011111313,96
2011111314,72
2011111315,93
2011111316,69
2011111317,75
2011111318,111
2011111319,96
2011111320,108
2011111321,132
2011111322,114
2011111323,135
2011111400,105
2011111401,90
2011111402,102
2011111403,105
2011111404,90
2011111405,63
2011111406,87
2011111407,87
2011111408,108
2011111409,102
2011111410,141
2011111411,141
2011111412,159
2011111413,171
2011111414,189
2011111415,186
2011111416,198
2011111417,177
2011111418,165
2011111419,174
2011111420,186
2011111421,276
2011111422,141
2011111423,153
2011111500,174
2011111501,192
2011111502,180
2011111503,171
2011111504,111
2011111505,108
2011111506,177
2011111507,138
2011111508,99
2011111509,99
2011111510,165
2011111511,180
2011111512,168
2011111513,138
2011111514,222
2011111515,180
2011111516,195
2011111517,207
2011111518,168
2011111519,192
2011111520,159
2011111521,168
2011111522,153
2011111523,159
2011111600,141
2011111601,168
2011111602,138
2011111603,141
2011111604,114
2011111605,99
2011111606,87
2011111607,111
2011111608,135
2011111609,126
2011111610,276
2011111611,225
2011111612,186
2011111613,204
2011111614,207
2011111615,234
2011111616,300
2011111617,189
2011111618,237
2011111619,225
2011111620,234
2011111621,216
2011111622,198
2011111623,192
2011111700,183
2011111701,135
2011111702,153
2011111703,144
2011111704,156
2011111705,72
2011111706,99
2011111707,66
2011111708,114
2011111709,147
2011111710,144
2011111711,171
2011111712,231
2011111713,183
2011111714,210
2011111715,219
2011111716,231
2011111717,186
2011111718,267
2011111719,249
2011111720,210
2011111721,216
2011111722,225
2011111723,261
2011111800,174
2011111801,174
2011111802,147
2011111803,141
2011111804,132
2011111805,99
2011111806,132
2011111807,156
2011111808,192
2011111809,237
2011111810,177
2011111811,195
2011111812,207
2011111813,153
2011111814,216
2011111815,225
2011111816,198
2011111817,213
2011111818,171
2011111819,219
2011111820,240
2011111821,261
2011111822,147
2011111823,159
2011111900,171
2011111901,135
2011111902,153
2011111903,87
2011111904,78
2011111905,63
2011111906,72
2011111907,72
2011111908,78
2011111909,87
2011111910,111
2011111911,129
2011111912,144
2011111913,81
2011111914,93
2011111915,87
2011111916,99
2011111917,96
2011111918,111
2011111919,102
2011111920,117
2011111921,129
2011111922,114
2011111923,129
2011112000,99
2011112001,90
2011112002,87
2011112003,108
2011112004,84
2011112005,69
2011112006,69
2011112007,69
2011112008,69
2011112009,81
2011112010,72
2011112011,93
2011112012,93
2011112013,69
2011112014,114
2011112015,66
2011112016,126
2011112017,156
2011112018,159
2011112019,147
2011112020,117
2011112021,141
2011112022,156
2011112023,147
2011112100,219
2011112101,162
2011112102,138
2011112103,81
2011112104,69
2011112105,114
2011112106,60
2011112107,114
2011112108,165
2011112109,273
2011112110,189
2011112111,204
2011112112,249
2011112113,198
2011112114,234
2011112115,222
2011112116,282
2011112117,309
2011112118,222
2011112119,297
2011112120,264
2011112121,198
2011112122,198
2011112123,183
2011112200,153
2011112201,147
2011112202,153
2011112203,138
2011112204,102
2011112205,87
2011112206,105
2011112207,129
2011112208,162
2011112209,156
2011112210,177
2011112211,183
2011112212,177
2011112213,153
2011112214,222
2011112215,204
2011112216,213
2011112217,204
2011112218,291
2011112219,171
2011112220,180
2011112221,228
2011112222,192
2011112223,186
2011112300,171
2011112301,123
2011112302,141
2011112303,135
2011112304,123
2011112305,87
2011112306,66
2011112307,111
2011112308,117
2011112309,96
2011112310,156
2011112311,147
2011112312,180
2011112313,162
2011112314,189
2011112315,198
2011112316,162
2011112317,162
2011112318,177
2011112319,201
2011112320,225
2011112321,297
2011112322,135
2011112323,162
2011112400,165
2011112401,111
2011112402,102
2011112403,126
2011112404,132
2011112405,57
2011112406,114
2011112407,78
2011112408,123
2011112409,150
2011112410,189
2011112411,207
2011112412,189
2011112413,198
2011112414,222
2011112415,351
2011112416,204
2011112417,192
2011112418,219
2011112419,180
2011112420,240
2011112421,171
2011112422,159
2011112423,138
2011112500,171
2011112501,126
2011112502,72
2011112503,90
2011112504,93
2011112505,72
2011112506,60
2011112507,84
2011112508,87
2011112509,108
2011112510,129
2011112511,162
2011112512,150
2011112513,138
2011112514,159
2011112515,201
2011112516,165
2011112517,168
2011112518,261
2011112519,294
2011112520,288
2011112521,153
2011112522,213
2011112523,156
2011112600,177
2011112601,126
2011112602,126
2011112603,84
2011112604,78
2011112605,72
2011112606,171
2011112607,87
2011112608,132
2011112609,120
2011112610,144
2011112611,129
2011112612,147
2011112613,93
2011112614,102
2011112615,123
2011112616,96
2011112617,81
2011112618,114
2011112619,321
2011112620,261
2011112621,255
2011112622,219
2011112623,210
2011112700,177
2011112701,141
2011112702,120
2011112703,84
2011112704,63
2011112705,111
2011112706,90
2011112707,102
2011112708,132
2011112709,117
2011112710,126
2011112711,117
2011112712,156
2011112713,108
2011112714,123
2011112715,72
2011112716,108
2011112717,216
2011112718,162
2011112719,174
2011112720,168
2011112721,183
2011112722,162
2011112723,135
2011112800,138
2011112801,141
2011112802,105
2011112803,96
2011112804,117
2011112805,99
2011112806,81
2011112807,108
2011112808,168
2011112809,159
2011112810,171
2011112811,168
2011112812,228
2011112813,156
2011112814,216
2011112815,258
2011112816,255
2011112817,309
2011112818,171
2011112819,234
2011112820,234
2011112821,174
2011112822,207
2011112823,180
2011112900,198
2011112901,123
2011112902,144
2011112903,162
2011112904,126
2011112905,135
2011112906,102
2011112907,117
2011112908,114
2011112909,165
2011112910,174
2011112911,171
2011112912,144
2011112913,189
2011112914,243
2011112915,213
2011112916,252
2011112917,171
2011112918,192
2011112919,186
2011112920,228
2011112921,252
2011112922,255
2011112923,210
2011113000,213
2011113001,171
2011113002,165
2011113003,150
2011113004,117
2011113005,96
2011113006,165
2011113007,126
2011113008,132
2011113009,180
2011113010,177
2011113011,180
2011113012,204
2011113013,168
2011113014,255
2011113015,159
2011113016,207
2011113017,246
2011113018,177
2011113019,237
2011113020,270
2011113021,207
2011113022,192
2011113023,210
2011120100,162
2011120101,165
2011120102,192
2011120103,135
2011120104,111
2011120105,126
2011120106,96
2011120107,105
2011120108,105
2011120109,147
2011120110,156
2011120111,162
2011120112,204
2011120113,165
2011120114,159
2011120115,162
2011120116,216
2011120117,189
2011120118,168
2011120119,177
2011120120,192
2011120121,204
2011120122,189
2011120123,156
2011120200,186
2011120201,144
2011120202,147
2011120203,123
2011120204,114
2011120205,99
2011120206,72
2011120207,87
2011120208,102
2011120209,132
2011120210,150
2011120211,171
2011120212,150
2011120213,159
2011120214,159
2011120215,195
2011120216,159
2011120217,174
2011120218,180
2011120219,162
2011120220,180
2011120221,168
2011120222,153
2011120223,129
2011120300,138
2011120301,135
2011120302,102
2011120303,144
2011120304,87
2011120305,78
2011120306,78
2011120307,69
2011120308,72
2011120309,99
2011120310,90
2011120311,105
2011120312,87
2011120313,78
2011120314,57
2011120315,87
2011120316,120
2011120317,84
2011120318,87
2011120319,96
2011120320,84
2011120321,111
2011120322,105
2011120323,108
2011120400,123
2011120401,81
2011120402,96
2011120403,84
2011120404,78
2011120405,75
2011120406,45
2011120407,63
2011120408,69
2011120409,63
2011120410,84
2011120411,78
2011120412,63
2011120413,66
2011120414,93
2011120415,90
2011120416,90
2011120417,72
2011120418,99
2011120419,87
2011120420,135
2011120421,126
2011120422,117
2011120423,105
2011120500,90
2011120501,123
2011120502,111
2011120503,132
2011120504,117
2011120505,69
2011120506,102
2011120507,63
2011120508,81
2011120509,126
2011120510,129
2011120511,201
2011120512,156
2011120513,159
2011120514,147
2011120515,192
2011120516,144
2011120517,225
2011120518,192
2011120519,225
2011120520,201
2011120521,222
2011120522,216
2011120523,177
2011120600,162
2011120601,135
2011120602,138
2011120603,123
2011120604,141
2011120605,111
2011120606,120
2011120607,123
2011120608,84
2011120609,126
2011120610,177
2011120611,186
2011120612,165
2011120613,159
2011120614,150
2011120615,174
2011120616,168
2011120617,273
2011120618,171
2011120619,231
2011120620,192
2011120621,192
2011120622,207
2011120623,189
2011120700,183
2011120701,108
2011120702,138
2011120703,153
2011120704,105
2011120705,87
2011120706,111
2011120707,111
2011120708,117
2011120709,153
2011120710,216
2011120711,186
2011120712,204
2011120713,174
2011120714,207
2011120715,234
2011120716,201
2011120717,216
2011120718,225
2011120719,222
2011120720,231
2011120721,264
2011120722,231
2011120723,165
2011120800,159
2011120801,126
2011120802,114
2011120803,123
2011120804,126
2011120805,102
2011120806,93
2011120807,99
2011120808,138
2011120809,135
2011120810,186
2011120811,177
2011120812,219
2011120813,147
2011120814,171
2011120815,246
2011120816,216
2011120817,171
2011120818,174
2011120819,171
2011120820,207
2011120821,180
2011120822,198
2011120823,192
2011120900,153
2011120901,141
2011120902,135
2011120903,147
2011120904,126
2011120905,90
2011120906,111
2011120907,96
2011120908,114
2011120909,129
2011120910,168
2011120911,189
2011120912,144
2011120913,165
2011120914,174
2011120915,147
2011120916,210
2011120917,243
2011120918,192
2011120919,168
2011120920,231
2011120921,189
2011120922,147
2011120923,162
2011121000,153
2011121001,141
2011121002,159
2011121003,87
2011121004,96
2011121005,102
2011121006,72
2011121007,108
2011121008,69
2011121009,90
2011121010,102
2011121011,105
2011121012,123
2011121013,87
2011121014,84
2011121015,72
2011121016,81
2011121017,66
2011121018,93
2011121019,114
2011121020,129
2011121021,114
2011121022,153
2011121023,120
2011121100,90
2011121101,120
2011121102,102
2011121103,72
2011121104,99
2011121105,87
2011121106,60
2011121107,57
2011121108,69
2011121109,78
2011121110,102
2011121111,81
2011121112,114
2011121113,99
2011121114,123
2011121115,108
2011121116,102
2011121117,123
2011121118,117
2011121119,81
2011121120,141
2011121121,123
2011121122,114
2011121123,138
2011121200,132
2011121201,111
2011121202,81
2011121203,120
2011121204,81
2011121205,48
2011121206,96
2011121207,60
2011121208,138
2011121209,114
2011121210,141
2011121211,177
2011121212,204
2011121213,156
2011121214,177
2011121215,231
2011121216,261
2011121217,222
2011121218,204
2011121219,189
2011121220,249
2011121221,195
2011121222,201
2011121223,162
2011121300,198
2011121301,165
2011121302,138
2011121303,156
2011121304,111
2011121305,72
2011121306,81
2011121307,132
2011121308,99
2011121309,75
2011121310,168
2011121311,210
2011121312,207
2011121313,162
2011121314,144
2011121315,234
2011121316,153
2011121317,216
2011121318,189
2011121319,246
2011121320,174
2011121321,255
2011121322,201
2011121323,144
2011121400,162
2011121401,114
2011121402,120
2011121403,96
2011121404,111
2011121405,72
2011121406,72
2011121407,102
2011121408,75
2011121409,81
2011121410,141
2011121411,168
2011121412,186
2011121413,168
2011121414,195
2011121415,177
2011121416,177
2011121417,195
2011121418,153
2011121419,225
2011121420,264
2011121421,231
2011121422,201
2011121423,153
2011121500,246
2011121501,186
2011121502,99
2011121503,168
2011121504,111
2011121505,132
2011121506,90
2011121507,111
2011121508,126
2011121509,111
2011121510,168
2011121511,213
2011121512,210
2011121513,162
2011121514,213
2011121515,201
2011121516,183
2011121517,177
2011121518,195
2011121519,207
2011121520,201
2011121521,168
2011121522,222
2011121523,162
2011121600,147
2011121601,120
2011121602,129
2011121603,81
2011121604,84
2011121605,102
2011121606,75
2011121607,108
2011121608,111
2011121609,201
2011121610,657
2011121611,768
2011121612,861
2011121613,837
2011121614,798
2011121615,891
2011121616,876
2011121617,438
2011121618,174
2011121619,177
2011121620,180
2011121621,192
2011121622,117
2011121623,105
2011121700,75
2011121701,123
2011121702,102
2011121703,81
2011121704,96
2011121705,66
2011121706,60
2011121707,51
2011121708,60
2011121709,54
2011121710,90
2011121711,78
2011121712,111
2011121713,66
2011121714,66
2011121715,117
2011121716,93
2011121717,81
2011121718,87
2011121719,81
2011121720,105
2011121721,72
2011121722,117
2011121723,72
2011121800,81
2011121801,75
2011121802,63
2011121803,66
2011121804,69
2011121805,66
2011121806,69
2011121807,48
2011121808,78
2011121809,54
2011121810,87
2011121811,84
2011121812,105
2011121813,96
2011121814,48
2011121815,96
2011121816,117
2011121817,114
2011121818,99
2011121819,120
2011121820,123
2011121821,75
2011121822,96
2011121823,144
2011121900,93
2011121901,96
2011121902,87
2011121903,87
2011121904,63
2011121905,36
2011121906,54
2011121907,105
2011121908,72
2011121909,102
2011121910,162
2011121911,144
2011121912,138
2011121913,144
2011121914,213
2011121915,213
2011121916,213
2011121917,183
2011121918,150
2011121919,204
2011121920,174
2011121921,195
2011121922,180
2011121923,183
2011122000,159
2011122001,126
2011122002,123
2011122003,117
2011122004,96
2011122005,75
2011122006,75
2011122007,75
2011122008,99
2011122009,123
2011122010,129
2011122011,147
2011122012,183
2011122013,141
2011122014,207
2011122015,234
2011122016,183
2011122017,141
2011122018,228
2011122019,141
2011122020,126
2011122021,165
2011122022,156
2011122023,153
2011122100,111
2011122101,108
2011122102,111
2011122103,105
2011122104,84
2011122105,96
2011122106,78
2011122107,96
2011122108,102
2011122109,138
2011122110,159
2011122111,189
2011122112,147
2011122113,165
2011122114,228
2011122115,204
2011122116,213
2011122117,177
2011122118,144
2011122119,201
2011122120,156
2011122121,126
2011122122,210
2011122123,96
2011122200,96
2011122201,132
2011122202,111
2011122203,99
2011122204,48
2011122205,78
2011122206,138
2011122207,144
2011122208,129
2011122209,84
2011122210,120
2011122211,177
2011122212,171
2011122213,114
2011122214,162
2011122215,132
2011122216,132
2011122217,189
2011122218,108
2011122219,150
2011122220,123
2011122221,93
2011122222,93
2011122223,120
2011122300,72
2011122301,66
2011122302,36
2011122303,45
2011122304,48
2011122305,63
